id_src;opr_name;opr_nick;inn;bdpn_code;name_brand
10323;ООО "АТС";ООО "АТС";3805709677;;
10324;АО "Деловая Сеть - Иркутск";АО "Деловая Сеть - Иркутск";3808027376;;
10325;АО "Ориент-Телеком";АО "Ориент-Телеком";3808047630;;
10326;ООО "ЭН+ ТЕЛЕКОМ";ООО "ЭН+ ТЕЛЕКОМ";3808084952;20=mENPLYS;
10327;ООО "Электронный город";ООО "Электронный город";3808085473;;
10328;ООО "Связьтранзит";ООО "Связьтранзит";3811030192;;
10329;ЗАО "Байкал Телепорт";ЗАО "Байкал Телепорт";3811060180;;
10330;АО "Международный Аэропорт Иркутск";АО "Международный Аэропорт Иркутск";3811146038;;
10331;ФГБОУ ВО "ИРНИТУ";ФГБОУ ВО "ИРНИТУ";3812014066;;
10332;ООО "БАЙКАЛ ТЕЛЕКОМ";ООО "БАЙКАЛ ТЕЛЕКОМ";3812537436;;
10333;ООО "ТЕЛЕКОМ ЛАБ";ООО "ТЕЛЕКОМ ЛАБ";3812991230;;
10334;АО "Саянскхимпласт";АО "Саянскхимпласт";3814007314;;
10335;ООО "Илимский ЛТУС";ООО "Илимский ЛТУС";3817024131;;
10336;ООО "УНИВЕРСАЛ";ООО "УНИВЕРСАЛ";3818002540;;
10337;ООО "Связь";ООО "Связь";3818018300;;
10338;ООО "ЭССЭ";ООО "ЭССЭ";3818047981;;
10339;ООО "Хрустальный телеком";ООО "Хрустальный телеком";3827051769;;
10340;ООО "Глобалком";ООО "Глобалком";3902802030;;
10341;ООО "СоюзТелеком";ООО "СоюзТелеком";3904084289;;
10342;ЗАО "Центрсвязь";ЗАО "Центрсвязь";3905040140;;
10343;ООО "Балтэп";ООО "Балтэп";3906073765;;
10344;ООО "Лайзер";ООО "Лайзер";3906200300;;
10345;ООО "СВЯЗЬИНФОРМ";ООО "СВЯЗЬИНФОРМ";3906217150;;
10346;ООО "КОМПАНИЯ "ЕТАЙП"";ООО "КОМПАНИЯ "ЕТАЙП"";3906305984;;
10347;ООО "СВЯЗЬ БЕЗОПАСНОСТЬ УПРАВЛЕНИЕ";ООО "СВЯЗЬ БЕЗОПАСНОСТЬ УПРАВЛЕНИЕ";3906374515;;
10348;ООО "БАЛТТЕЛЕКОМ";ООО "БАЛТТЕЛЕКОМ";3906992494;;
10349;ООО "Промсвязь";ООО "Промсвязь";3907012437;;
10350;ООО "Связьинформ";ООО "Связьинформ";3908007052;;
10351;ООО "Интелсет";ООО "Интелсет";3908023784;;
10352;ООО "ТиС - Диалог";ООО "ТиС - Диалог";3908602823;;
10353;ООО "Квант";ООО "Квант";4007003008;;
10354;ООО "Макснет системы";ООО "Макснет системы";4025045699;;
10355;АО "ГНЦ РФ - ФЭИ";АО "ГНЦ РФ - ФЭИ";4025442583;;
10356;ЗАО "Калужский спичечно-мебельный комбинат "Гигант"";ЗАО "Калужский спичечно-мебельный комбинат "Гигант"";4027049635;;
10357;ООО "ЭГС-ТЕЛЕКОМ.КАЛУГА";ООО "ЭГС-ТЕЛЕКОМ.КАЛУГА";4027123007;;
10358;ООО "ЯРНЕТ";ООО "ЯРНЕТ";4027124787;;
10359;Общество с ограниченной ответственностью "ЦЕНТРСВЯЗЬТЕЛЕКОМ+";Общество с ограниченной ответственностью "ЦЕНТРСВЯЗЬТЕЛЕКОМ+";4028069345;;
10360;ООО "ИнтерКамСервис";ООО "ИнтерКамСервис";4100005553;;
10361;ООО "Энтер";ООО "Энтер";4101105737;;
10362;Акционерное общество "Международный аэропорт Петропавловск-Камчатский (Елизово)";Акционерное общество "Международный аэропорт Петропавловск-Камчатский (Елизово)";4105046377;;
10363;ООО "Узел производственно-технологической связи города Белово";ООО "Узел производственно-технологической связи города Белово";4202026915;;
10364;ООО "Гурьевск-Сталь";ООО "Гурьевск-Сталь";4202050643;;
10365;ООО "Е-Лайт-Телеком";ООО "Е-Лайт-Телеком";4205025388;;
10366;АО "Кузбассэнергосвязь";АО "Кузбассэнергосвязь";4205036414;;
10367;ООО "Региональные информационные технологии";ООО "Региональные информационные технологии";4205046300;;
10368;ООО "Кузбасские телефонные сети";ООО "Кузбасские телефонные сети";4205121324;;
10369;ООО "Центр технических видов спорта "КузбассТехноСпорт"";ООО "Центр технических видов спорта "КузбассТехноСпорт"";4209000786;;
10370;АО "СУЭК-Кузбасс";АО "СУЭК-Кузбасс";4212024138;;
10371;ООО "РТА Телеком";ООО "РТА Телеком";4214038506;;
10372;Акционерное общество "Объединенная угольная компания "Южкузбассуголь";Акционерное общество "Объединенная угольная компания "Южкузбассуголь";4216008176;;
10373;ООО "Рэй - связь";ООО "Рэй - связь";4217082197;;
10374;ООО "Инвестор";ООО "Инвестор";4217129399;;
10375;ООО "Интерком";ООО "Интерком";4217132144;;
10376;ООО "КомЛайн";ООО "КомЛайн";4217151355;;
10377;ПАО "ЕВРАЗ";ПАО "ЕВРАЗ";6623000680;;
10378;ООО "Сибтелеком";ООО "Сибтелеком";4229004556;;
10379;ПАО "Рутелеком»;ПАО "Рутелеком»;4230000309;;
10380;ООО "Кузбассвязьуголь";ООО "Кузбассвязьуголь";4234007859;;
10381;ООО "РЦТК";ООО "РЦТК";4253022764;;
10382;ОАО "ВЭЛКОНТ";ОАО "ВЭЛКОНТ";4341009610;;
10383;ПАО "Кировский завод "Маяк";ПАО "Кировский завод "Маяк";4345000947;;
10384;АО "ВМП "АВИТЕК";АО "ВМП "АВИТЕК";4345047310;;
10385;ООО "ГиСпо";ООО "ГиСпо";4345054318;;
10386;ООО "Городские Телекоммуникационные Системы";ООО "Городские Телекоммуникационные Системы";4345079182;;
10387;АО "Кирово-Чепецкое управление строительства";АО "Кирово-Чепецкое управление строительства";4347030908;;
10388;ОАО "Костромская городская телефонная сеть";ОАО "Костромская городская телефонная сеть";4401006871;;
10389;ООО "Связь-энерго";ООО "Связь-энерго";4401088176;;
10390;ООО "Орбител";ООО "Орбител";4501084048;;
10391;ПАО "КГК";ПАО "КГК";4501122913;;
10392;ООО "ТАКСТЕЛЕКОМ";ООО "ТАКСТЕЛЕКОМ";4501170000;;
10393;ООО "Дом бытовых услуг";ООО "Дом бытовых услуг";4501215533;;
10394;АО "ШААЗ";АО "ШААЗ";4502000019;;
10395;ООО "Курьер плюс";ООО "Курьер плюс";4502013089;;
10396;ООО "Совтест-Интернет";ООО "Совтест-Интернет";4629012216;;
10397;ООО "Рустелеком-Курск";ООО "Рустелеком-Курск";4629050652;;
10398;ООО "Совтест IP";ООО "Совтест IP";4632040950;;
10399;ООО "Связьинформ";ООО "Связьинформ";4632087814;;
10400;ООО "Автоматика и телекоммуникации";ООО "Автоматика и телекоммуникации";4632122473;;
10401;ООО "АВАНТ";ООО "АВАНТ";4632155020;;
10402;ООО "Курская телефонная компания";ООО "Курская телефонная компания";4632193548;;
10403;АО "Михайловский ГОК имени Андрея Владимировича Варичева";АО "Михайловский ГОК имени Андрея Владимировича Варичева";4633001577;;
10404;ООО "Ольборг";ООО "Ольборг";4703047803;;
10405;АО "Ладога Телеком";АО "Ладога Телеком";4703063107;;
10406;ООО "Всевнет";ООО "Всевнет";4703078495;;
10407;ООО "Связьсервис-Всеволожск";ООО "Связьсервис-Всеволожск";4703101994;;
10408;ООО "ПетроСвязь";ООО "ПетроСвязь";4703139229;;
10409;ООО "Сильвия-Телеком";ООО "Сильвия-Телеком";4705042913;;
10410;ООО "ОтрадноеНет";ООО "ОтрадноеНет";4706021088;;
10411;ООО "Линк";ООО "Линк";4706027890;;
10412;ОАО "Балттелекомпорт";ОАО "Балттелекомпорт";4707013636;;
10413;ООО "ПОРЛАМАР";ООО "ПОРЛАМАР";4707044553;;
10414;ООО "КИНЕФ";ООО "КИНЕФ";4708007089;;
10415;Научно-исследовательский технологический институт имени А.П.Александрова;Научно-исследовательский технологический институт имени А.П.Александрова;4714000067;;
10416;ПАО "ФСК ЕЭС";ПАО "ФСК ЕЭС";4716016979;;
10417;ООО "Энергосервис";ООО "Энергосервис";4720016820;;
10418;ООО "АйТи-Нэт";ООО "АйТи-Нэт";4807012604;;
10419;ООО "Зеленая точка Липецк";ООО "Зеленая точка Липецк";4824081559;;
10420;ООО "Инком";ООО "Инком";4825035114;;
10421;ООО "Промсвязь-Инвест";ООО "Промсвязь-Инвест";4826082163;;
10422;ООО "АРБУЗ";ООО "АРБУЗ";4909072306;;
10423;ООО "Дальневосточная телекоммуникационная компания";ООО "Дальневосточная телекоммуникационная компания";4909100514;;
10424;ООО "МАГТЕЛ";ООО "МАГТЕЛ";4909103890;;
10425;ООО "БАЛНЕТ";ООО "БАЛНЕТ";5001050927;;
10426;ООО "ГранЛайн";ООО "ГранЛайн";5001096463;;
10427;ООО "Пролинк МО.ру";ООО "Пролинк МО.ру";5003053909;;
10428;ООО "Южные сети";ООО "Южные сети";5003063054;;
10429;ООО "ТрансКом";ООО "ТрансКом";5003077931;;
10430;ООО "АЗИМУТ ТЕЛЕКОМ";ООО "АЗИМУТ ТЕЛЕКОМ";5003099438;;
